c1, c2, result
2, 3, 0
2, 3, 1
2, 3, 2
2, 5, 0
2, 5, 1
2, 5, 2
2, 5, 3
2, 5, 4
2, 7, 0
2, 7, 1
2, 7, 2
2, 7, 3
2, 7, 4
2, 7, 5
2, 7, 6
2, 9, 0
2, 9, 1
2, 9, 2
2, 9, 3
2, 9, 4
2, 9, 5
2, 9, 6
2, 9, 7
2, 9, 8
2, 11, 0
2, 11, 1
2, 11, 2
2, 11, 3
2, 11, 4
2, 11, 5
2, 11, 6
2, 11, 7
2, 11, 8
2, 11, 9
2, 11, 10
2, 13, 0
2, 13, 1
2, 13, 2
2, 13, 3
2, 13, 4
2, 13, 5
2, 13, 6
2, 13, 7
2, 13, 8
2, 13, 9
2, 13, 10
2, 13, 11
2, 13, 12
2, 15, 0
2, 15, 1
2, 15, 2
2, 15, 3
2, 15, 4
2, 15, 5
2, 15, 6
2, 15, 7
2, 15, 8
2, 15, 9
2, 15, 10
2, 15, 11
2, 15, 12
2, 15, 13
2, 15, 14
2, 17, 0
2, 17, 1
2, 17, 2
2, 17, 3
2, 17, 4
2, 17, 5
2, 17, 6
2, 17, 7
2, 17, 8
2, 17, 9
2, 17, 10
2, 17, 11
2, 17, 12
2, 17, 13
2, 17, 14
2, 17, 15
2, 17, 16
2, 19, 0
2, 19, 1
2, 19, 2
2, 19, 3
2, 19, 4
2, 19, 5
2, 19, 6
2, 19, 7
2, 19, 8
2, 19, 9
2, 19, 10
2, 19, 11
2, 19, 12
2, 19, 13
2, 19, 14
2, 19, 15
2, 19, 16
2, 19, 17
2, 19, 18
2, 21, 1
2, 21, 3
2, 21, 4
2, 21, 5
2, 21, 6
2, 21, 7
2, 21, 8
2, 21, 9
2, 21, 10
2, 21, 11
2, 21, 12
2, 21, 13
2, 21, 14
2, 21, 15
2, 21, 16
2, 21, 17
2, 21, 18
2, 21, 19
2, 21, 20
2, 23, 1
2, 23, 3
2, 23, 4
2, 23, 5
2, 23, 6
2, 23, 7
2, 23, 8
2, 23, 9
2, 23, 10
2, 23, 11
2, 23, 12
2, 23, 13
2, 23, 14
2, 23, 15
2, 23, 16
2, 23, 17
2, 23, 18
2, 23, 20
2, 23, 22
2, 25, 1
2, 25, 3
2, 25, 4
2, 25, 5
2, 25, 6
2, 25, 7
2, 25, 8
2, 25, 9
2, 25, 10
2, 25, 11
2, 25, 12
2, 25, 13
2, 25, 14
2, 25, 15
2, 25, 16
2, 25, 18
2, 25, 20
2, 25, 22
2, 25, 24
2, 27, 1
2, 27, 3
2, 27, 4
2, 27, 5
2, 27, 6
2, 27, 7
2, 27, 8
2, 27, 9
2, 27, 10
2, 27, 11
2, 27, 12
2, 27, 13
2, 27, 14
2, 27, 16
2, 27, 18
2, 27, 20
2, 27, 22
2, 27, 24
2, 27, 26
2, 29, 1
2, 29, 3
2, 29, 4
2, 29, 5
2, 29, 6
2, 29, 7
2, 29, 8
2, 29, 9
2, 29, 10
2, 29, 11
2, 29, 12
2, 29, 14
2, 29, 16
2, 29, 18
2, 29, 20
2, 29, 22
2, 29, 24
2, 29, 26
2, 29, 28
2, 31, 1
2, 31, 3
2, 31, 4
2, 31, 5
2, 31, 6
2, 31, 7
2, 31, 8
2, 31, 9
2, 31, 10
2, 31, 12
2, 31, 14
2, 31, 16
2, 31, 18
2, 31, 20
2, 31, 22
2, 31, 24
2, 31, 26
2, 31, 28
2, 31, 30
2, 33, 1
2, 33, 3
2, 33, 4
2, 33, 5
2, 33, 6
2, 33, 7
2, 33, 8
2, 33, 10
2, 33, 12
2, 33, 14
2, 33, 16
2, 33, 18
2, 33, 20
2, 33, 22
2, 33, 24
2, 33, 26
2, 33, 28
2, 33, 30
2, 33, 32
2, 35, 1
2, 35, 3
2, 35, 4
2, 35, 5
2, 35, 6
2, 35, 8
2, 35, 10
2, 35, 12
2, 35, 14
2, 35, 16
2, 35, 18
2, 35, 20
2, 35, 22
2, 35, 24
2, 35, 26
2, 35, 28
2, 35, 30
2, 35, 32
2, 35, 34
2, 37, 1
2, 37, 3
2, 37, 4
2, 37, 6
2, 37, 8
2, 37, 10
2, 37, 12
2, 37, 14
2, 37, 16
2, 37, 18
2, 37, 20
2, 37, 22
2, 37, 24
2, 37, 26
2, 37, 28
2, 37, 30
2, 37, 32
2, 37, 34
2, 37, 36
2, 39, 1
2, 39, 4
2, 39, 6
2, 39, 8
2, 39, 10
2, 39, 12
2, 39, 14
2, 39, 16
2, 39, 18
2, 39, 20
2, 39, 22
2, 39, 24
2, 39, 26
2, 39, 28
2, 39, 30
2, 39, 32
2, 39, 34
2, 39, 36
2, 39, 38
2, 41, 4
2, 41, 6
2, 41, 8
2, 41, 10
2, 41, 12
2, 41, 14
2, 41, 16
2, 41, 18
2, 41, 20
2, 41, 22
2, 41, 24
2, 41, 26
2, 41, 28
2, 41, 30
2, 41, 32
2, 41, 34
2, 41, 36
2, 41, 38
2, 41, 40
2, 43, 4
2, 43, 6
2, 43, 8
2, 43, 10
2, 43, 12
2, 43, 14
2, 43, 16
2, 43, 18
2, 43, 20
2, 43, 22
2, 43, 24
2, 43, 26
2, 43, 28
2, 43, 30
2, 43, 32
2, 43, 34
2, 43, 36
2, 43, 38
2, 43, 40
2, 45, 4
2, 45, 6
2, 45, 8
2, 45, 10
2, 45, 12
2, 45, 14
2, 45, 16
2, 45, 18
2, 45, 20
2, 45, 22
2, 45, 24
2, 45, 26
2, 45, 28
2, 45, 30
2, 45, 32
2, 45, 34
2, 45, 36
2, 45, 38
2, 45, 40
2, 47, 4
2, 47, 6
2, 47, 8
2, 47, 10
2, 47, 12
2, 47, 14
2, 47, 16
2, 47, 18
2, 47, 20
2, 47, 22
2, 47, 24
2, 47, 26
2, 47, 28
2, 47, 30
2, 47, 32
2, 47, 34
2, 47, 36
2, 47, 38
2, 47, 40
2, 49, 4
2, 49, 6
2, 49, 8
2, 49, 10
2, 49, 12
2, 49, 14
2, 49, 16
2, 49, 18
2, 49, 20
2, 49, 22
2, 49, 24
2, 49, 26
2, 49, 28
2, 49, 30
2, 49, 32
2, 49, 34
2, 49, 36
2, 49, 38
2, 49, 40
2, 51, 4
2, 51, 6
2, 51, 8
2, 51, 10
2, 51, 12
2, 51, 14
2, 51, 16
2, 51, 18
2, 51, 20
2, 51, 22
2, 51, 24
2, 51, 26
2, 51, 28
2, 51, 30
2, 51, 32
2, 51, 34
2, 51, 36
2, 51, 38
2, 51, 40
2, 53, 4
2, 53, 6
2, 53, 8
2, 53, 10
2, 53, 12
2, 53, 14
2, 53, 16
2, 53, 18
2, 53, 20
2, 53, 22
2, 53, 24
2, 53, 26
2, 53, 28
2, 53, 30
2, 53, 32
2, 53, 34
2, 53, 36
2, 53, 38
2, 53, 40
2, 55, 4
2, 55, 6
2, 55, 8
2, 55, 10
2, 55, 12
2, 55, 14
2, 55, 16
2, 55, 18
2, 55, 20
2, 55, 22
2, 55, 24
2, 55, 26
2, 55, 28
2, 55, 30
2, 55, 32
2, 55, 34
2, 55, 36
2, 55, 38
2, 55, 40
2, 57, 4
2, 57, 6
2, 57, 8
2, 57, 10
2, 57, 12
2, 57, 14
2, 57, 16
2, 57, 18
2, 57, 20
2, 57, 22
2, 57, 24
2, 57, 26
2, 57, 28
2, 57, 30
2, 57, 32
2, 57, 34
2, 57, 36
2, 57, 38
2, 57, 40
2, 59, 4
2, 59, 6
2, 59, 8
2, 59, 10
2, 59, 12
2, 59, 14
2, 59, 16
2, 59, 18
2, 59, 20
2, 59, 22
2, 59, 24
2, 59, 26
2, 59, 28
2, 59, 30
2, 59, 32
2, 59, 34
2, 59, 36
2, 59, 38
2, 59, 40
2, 61, 4
2, 61, 6
2, 61, 8
2, 61, 10
2, 61, 12
2, 61, 14
2, 61, 16
2, 61, 18
2, 61, 20
2, 61, 22
2, 61, 24
2, 61, 26
2, 61, 28
2, 61, 30
2, 61, 32
2, 61, 34
2, 61, 36
2, 61, 38
2, 61, 40
2, 63, 4
2, 63, 6
2, 63, 8
2, 63, 10
2, 63, 12
2, 63, 14
2, 63, 16
2, 63, 18
2, 63, 20
2, 63, 22
2, 63, 24
2, 63, 26
2, 63, 28
2, 63, 30
2, 63, 32
2, 63, 34
2, 63, 36
2, 63, 38
2, 63, 40
2, 65, 4
2, 65, 6
2, 65, 8
2, 65, 10
2, 65, 12
2, 65, 14
2, 65, 16
2, 65, 18
2, 65, 20
2, 65, 22
2, 65, 24
2, 65, 26
2, 65, 28
2, 65, 30
2, 65, 32
2, 65, 34
2, 65, 36
2, 65, 38
2, 65, 40
2, 67, 4
2, 67, 6
2, 67, 8
2, 67, 10
2, 67, 12
2, 67, 14
2, 67, 16
2, 67, 18
2, 67, 20
2, 67, 22
2, 67, 24
2, 67, 26
2, 67, 28
2, 67, 30
2, 67, 32
2, 67, 34
2, 67, 36
2, 67, 38
2, 67, 40
2, 69, 4
2, 69, 6
2, 69, 8
2, 69, 10
2, 69, 12
2, 69, 14
2, 69, 16
2, 69, 18
2, 69, 20
2, 69, 22
2, 69, 24
2, 69, 26
2, 69, 28
2, 69, 30
2, 69, 32
2, 69, 34
2, 69, 36
2, 69, 38
2, 69, 40
2, 71, 4
2, 71, 6
2, 71, 8
2, 71, 10
2, 71, 12
2, 71, 14
2, 71, 16
2, 71, 18
2, 71, 20
2, 71, 22
2, 71, 24
2, 71, 26
2, 71, 28
2, 71, 30
2, 71, 32
2, 71, 34
2, 71, 36
2, 71, 38
2, 71, 40
2, 73, 4
2, 73, 6
2, 73, 8
2, 73, 10
2, 73, 12
2, 73, 14
2, 73, 16
2, 73, 18
2, 73, 20
2, 73, 22
2, 73, 24
2, 73, 26
2, 73, 28
2, 73, 30
2, 73, 32
2, 73, 34
2, 73, 36
2, 73, 38
2, 73, 40
2, 75, 4
2, 75, 6
2, 75, 8
2, 75, 10
2, 75, 12
2, 75, 14
2, 75, 16
2, 75, 18
2, 75, 20
2, 75, 22
2, 75, 24
2, 75, 26
2, 75, 28
2, 75, 30
2, 75, 32
2, 75, 34
2, 75, 36
2, 75, 38
2, 75, 40
2, 77, 4
2, 77, 6
2, 77, 8
2, 77, 10
2, 77, 12
2, 77, 14
2, 77, 16
2, 77, 18
2, 77, 20
2, 77, 22
2, 77, 24
2, 77, 26
2, 77, 28
2, 77, 30
2, 77, 32
2, 77, 34
2, 77, 36
2, 77, 38
2, 77, 40
2, 79, 4
2, 79, 6
2, 79, 8
2, 79, 10
2, 79, 12
2, 79, 14
2, 79, 16
2, 79, 18
2, 79, 20
2, 79, 22
2, 79, 24
2, 79, 26
2, 79, 28
2, 79, 30
2, 79, 32
2, 79, 34
2, 79, 36
2, 79, 38
2, 79, 40
2, 81, 4
2, 81, 6
2, 81, 8
2, 81, 10
2, 81, 12
2, 81, 14
2, 81, 16
2, 81, 18
2, 81, 20
2, 81, 22
2, 81, 24
2, 81, 26
2, 81, 28
2, 81, 30
2, 81, 32
2, 81, 34
2, 81, 36
2, 81, 38
2, 81, 40
2, 83, 4
2, 83, 6
2, 83, 8
2, 83, 10
2, 83, 12
2, 83, 14
2, 83, 16
2, 83, 18
2, 83, 20
2, 83, 22
2, 83, 24
2, 83, 26
2, 83, 28
2, 83, 30
2, 83, 32
2, 83, 34
2, 83, 36
2, 83, 38
2, 83, 40
2, 85, 4
2, 85, 6
2, 85, 8
2, 85, 10
2, 85, 12
2, 85, 14
2, 85, 16
2, 85, 18
2, 85, 20
2, 85, 22
2, 85, 24
2, 85, 26
2, 85, 28
2, 85, 30
2, 85, 32
2, 85, 34
2, 85, 36
2, 85, 38
2, 85, 40
2, 87, 4
2, 87, 6
2, 87, 8
2, 87, 10
2, 87, 12
2, 87, 14
2, 87, 16
2, 87, 18
2, 87, 20
2, 87, 22
2, 87, 24
2, 87, 26
2, 87, 28
2, 87, 30
2, 87, 32
2, 87, 34
2, 87, 36
2, 87, 38
2, 87, 40
2, 89, 4
2, 89, 6
2, 89, 8
2, 89, 10
2, 89, 12
2, 89, 14
2, 89, 16
2, 89, 18
2, 89, 20
2, 89, 22
2, 89, 24
2, 89, 26
2, 89, 28
2, 89, 30
2, 89, 32
2, 89, 34
2, 89, 36
2, 89, 38
2, 89, 40
2, 91, 4
2, 91, 6
2, 91, 8
2, 91, 10
2, 91, 12
2, 91, 14
2, 91, 16
2, 91, 18
2, 91, 20
2, 91, 22
2, 91, 24
2, 91, 26
2, 91, 28
2, 91, 30
2, 91, 32
2, 91, 34
2, 91, 36
2, 91, 38
2, 91, 40
2, 93, 4
2, 93, 6
2, 93, 8
2, 93, 10
2, 93, 12
2, 93, 14
2, 93, 16
2, 93, 18
2, 93, 20
2, 93, 22
2, 93, 24
2, 93, 26
2, 93, 28
2, 93, 30
2, 93, 32
2, 93, 34
2, 93, 36
2, 93, 38
2, 93, 40
2, 95, 4
2, 95, 6
2, 95, 8
2, 95, 10
2, 95, 12
2, 95, 14
2, 95, 16
2, 95, 18
2, 95, 20
2, 95, 22
2, 95, 24
2, 95, 26
2, 95, 28
2, 95, 30
2, 95, 32
2, 95, 34
2, 95, 36
2, 95, 38
2, 95, 40
2, 97, 4
2, 97, 6
2, 97, 8
2, 97, 10
2, 97, 12
2, 97, 14
2, 97, 16
2, 97, 18
2, 97, 20
2, 97, 22
2, 97, 24
2, 97, 26
2, 97, 28
2, 97, 30
2, 97, 32
2, 97, 34
2, 97, 36
2, 97, 38
2, 97, 40
2, 99, 4
2, 99, 6
2, 99, 8
2, 99, 10
2, 99, 12
2, 99, 14
2, 99, 16
2, 99, 18
2, 99, 20
2, 99, 22
2, 99, 24
2, 99, 26
2, 99, 28
2, 99, 30
2, 99, 32
2, 99, 34
2, 99, 36
2, 99, 38
2, 99, 40
3, 1, 0
3, 2, 0
3, 2, 1
3, 4, 0
3, 4, 1
3, 4, 2
3, 4, 3
3, 5, 0
3, 5, 1
3, 5, 2
3, 5, 3
3, 5, 4
3, 7, 0
3, 7, 1
3, 7, 2
3, 7, 3
3, 7, 4
3, 7, 5
3, 7, 6
3, 8, 0
3, 8, 1
3, 8, 2
3, 8, 3
3, 8, 4
3, 8, 5
3, 8, 6
3, 8, 7
3, 10, 0
3, 10, 1
3, 10, 2
3, 10, 3
3, 10, 4
3, 10, 5
3, 10, 6
3, 10, 7
3, 10, 8
3, 10, 9
3, 11, 0
3, 11, 1
3, 11, 2
3, 11, 3
3, 11, 4
3, 11, 5
3, 11, 6
3, 11, 7
3, 11, 8
3, 11, 9
3, 11, 10
3, 13, 0
3, 13, 1
3, 13, 2
3, 13, 3
3, 13, 4
3, 13, 5
3, 13, 6
3, 13, 7
3, 13, 8
3, 13, 9
3, 13, 10
3, 13, 11
3, 13, 12
3, 14, 0
3, 14, 1
3, 14, 2
3, 14, 3
3, 14, 4
3, 14, 5
3, 14, 6
3, 14, 7
3, 14, 8
3, 14, 9
3, 14, 10
3, 14, 11
3, 14, 12
3, 14, 13
3, 16, 0
3, 16, 1
3, 16, 2
3, 16, 3
3, 16, 4
3, 16, 5
3, 16, 6
3, 16, 7
3, 16, 8
3, 16, 9
3, 16, 10
3, 16, 11
3, 16, 12
3, 16, 13
3, 16, 14
3, 16, 15
3, 17, 0
3, 17, 1
3, 17, 2
3, 17, 3
3, 17, 4
3, 17, 5
3, 17, 6
3, 17, 7
3, 17, 8
3, 17, 9
3, 17, 10
3, 17, 11
3, 17, 12
3, 17, 13
3, 17, 14
3, 17, 15
3, 17, 16
3, 19, 0
3, 19, 1
3, 19, 2
3, 19, 3
3, 19, 4
3, 19, 5
3, 19, 6
3, 19, 7
3, 19, 8
3, 19, 9
3, 19, 10
3, 19, 11
3, 19, 12
3, 19, 13
3, 19, 14
3, 19, 15
3, 19, 16
3, 19, 17
3, 19, 18
3, 20, 0
3, 20, 1
3, 20, 2
3, 20, 4
3, 20, 5
3, 20, 6
3, 20, 7
3, 20, 8
3, 20, 9
3, 20, 10
3, 20, 11
3, 20, 12
3, 20, 13
3, 20, 14
3, 20, 15
3, 20, 16
3, 20, 17
3, 20, 18
3, 20, 19
3, 22, 1
3, 22, 2
3, 22, 4
3, 22, 5
3, 22, 6
3, 22, 7
3, 22, 8
3, 22, 9
3, 22, 10
3, 22, 11
3, 22, 12
3, 22, 13
3, 22, 14
3, 22, 15
3, 22, 16
3, 22, 17
3, 22, 18
3, 22, 20
3, 22, 21
3, 23, 1
3, 23, 2
3, 23, 4
3, 23, 5
3, 23, 6
3, 23, 7
3, 23, 8
3, 23, 9
3, 23, 10
3, 23, 11
3, 23, 12
3, 23, 13
3, 23, 14
3, 23, 15
3, 23, 16
3, 23, 18
3, 23, 19
3, 23, 21
3, 23, 22
3, 25, 1
3, 25, 2
3, 25, 4
3, 25, 5
3, 25, 6
3, 25, 7
3, 25, 8
3, 25, 9
3, 25, 10
3, 25, 11
3, 25, 12
3, 25, 14
3, 25, 15
3, 25, 17
3, 25, 18
3, 25, 20
3, 25, 21
3, 25, 23
3, 25, 24
3, 26, 1
3, 26, 2
3, 26, 4
3, 26, 5
3, 26, 6
3, 26, 7
3, 26, 8
3, 26, 9
3, 26, 10
3, 26, 12
3, 26, 13
3, 26, 15
3, 26, 16
3, 26, 18
3, 26, 19
3, 26, 21
3, 26, 22
3, 26, 24
3, 26, 25
3, 28, 1
3, 28, 2
3, 28, 4
3, 28, 5
3, 28, 6
3, 28, 8
3, 28, 9
3, 28, 11
3, 28, 12
3, 28, 14
3, 28, 15
3, 28, 17
3, 28, 18
3, 28, 20
3, 28, 21
3, 28, 23
3, 28, 24
3, 28, 26
3, 28, 27
3, 29, 1
3, 29, 2
3, 29, 4
3, 29, 6
3, 29, 7
3, 29, 9
3, 29, 10
3, 29, 12
3, 29, 13
3, 29, 15
3, 29, 16
3, 29, 18
3, 29, 19
3, 29, 21
3, 29, 22
3, 29, 24
3, 29, 25
3, 29, 27
3, 29, 28
3, 31, 2
3, 31, 5
3, 31, 6
3, 31, 8
3, 31, 9
3, 31, 11
3, 31, 12
3, 31, 14
3, 31, 15
3, 31, 17
3, 31, 18
3, 31, 20
3, 31, 21
3, 31, 23
3, 31, 24
3, 31, 26
3, 31, 27
3, 31, 29
3, 31, 30
3, 32, 1
3, 32, 4
3, 32, 6
3, 32, 7
3, 32, 9
3, 32, 10
3, 32, 12
3, 32, 13
3, 32, 15
3, 32, 16
3, 32, 18
3, 32, 19
3, 32, 21
3, 32, 22
3, 32, 24
3, 32, 25
3, 32, 27
3, 32, 28
3, 32, 30
3, 34, 2
3, 34, 5
3, 34, 6
3, 34, 8
3, 34, 9
3, 34, 11
3, 34, 12
3, 34, 14
3, 34, 15
3, 34, 17
3, 34, 18
3, 34, 20
3, 34, 21
3, 34, 23
3, 34, 24
3, 34, 26
3, 34, 27
3, 34, 30
3, 34, 33
3, 35, 1
3, 35, 4
3, 35, 6
3, 35, 7
3, 35, 9
3, 35, 10
3, 35, 12
3, 35, 13
3, 35, 15
3, 35, 16
3, 35, 18
3, 35, 19
3, 35, 21
3, 35, 22
3, 35, 24
3, 35, 25
3, 35, 27
3, 35, 30
3, 35, 33
3, 37, 2
3, 37, 5
3, 37, 6
3, 37, 8
3, 37, 9
3, 37, 11
3, 37, 12
3, 37, 14
3, 37, 15
3, 37, 17
3, 37, 18
3, 37, 20
3, 37, 21
3, 37, 23
3, 37, 24
3, 37, 27
3, 37, 30
3, 37, 33
3, 37, 36
3, 38, 1
3, 38, 4
3, 38, 6
3, 38, 7
3, 38, 9
3, 38, 10
3, 38, 12
3, 38, 13
3, 38, 15
3, 38, 16
3, 38, 18
3, 38, 19
3, 38, 21
3, 38, 22
3, 38, 24
3, 38, 27
3, 38, 30
3, 38, 33
3, 38, 36
3, 40, 2
3, 40, 5
3, 40, 6
3, 40, 8
3, 40, 9
3, 40, 11
3, 40, 12
3, 40, 14
3, 40, 15
3, 40, 17
3, 40, 18
3, 40, 20
3, 40, 21
3, 40, 24
3, 40, 27
3, 40, 30
3, 40, 33
3, 40, 36
3, 40, 39
3, 41, 1
3, 41, 4
3, 41, 6
3, 41, 7
3, 41, 9
3, 41, 10
3, 41, 12
3, 41, 13
3, 41, 15
3, 41, 16
3, 41, 18
3, 41, 19
3, 41, 21
3, 41, 24
3, 41, 27
3, 41, 30
3, 41, 33
3, 41, 36
3, 41, 39
3, 43, 2
3, 43, 5
3, 43, 6
3, 43, 8
3, 43, 9
3, 43, 11
3, 43, 12
3, 43, 14
3, 43, 15
3, 43, 17
3, 43, 18
3, 43, 21
3, 43, 24
3, 43, 27
3, 43, 30
3, 43, 33
3, 43, 36
3, 43, 39
3, 43, 42
3, 44, 1
3, 44, 4
3, 44, 6
3, 44, 7
3, 44, 9
3, 44, 10
3, 44, 12
3, 44, 13
3, 44, 15
3, 44, 16
3, 44, 18
3, 44, 21
3, 44, 24
3, 44, 27
3, 44, 30
3, 44, 33
3, 44, 36
3, 44, 39
3, 44, 42
3, 46, 2
3, 46, 5
3, 46, 6
3, 46, 8
3, 46, 9
3, 46, 11
3, 46, 12
3, 46, 14
3, 46, 15
3, 46, 18
3, 46, 21
3, 46, 24
3, 46, 27
3, 46, 30
3, 46, 33
3, 46, 36
3, 46, 39
3, 46, 42
3, 46, 45
3, 47, 1
3, 47, 4
3, 47, 6
3, 47, 7
3, 47, 9
3, 47, 10
3, 47, 12
3, 47, 13
3, 47, 15
3, 47, 18
3, 47, 21
3, 47, 24
3, 47, 27
3, 47, 30
3, 47, 33
3, 47, 36
3, 47, 39
3, 47, 42
3, 47, 45
3, 49, 2
3, 49, 5
3, 49, 6
3, 49, 8
3, 49, 9
3, 49, 11
3, 49, 12
3, 49, 15
3, 49, 18
3, 49, 21
3, 49, 24
3, 49, 27
3, 49, 30
3, 49, 33
3, 49, 36
3, 49, 39
3, 49, 42
3, 49, 45
3, 49, 48
3, 50, 1
3, 50, 4
3, 50, 6
3, 50, 7
3, 50, 9
3, 50, 10
3, 50, 12
3, 50, 15
3, 50, 18
3, 50, 21
3, 50, 24
3, 50, 27
3, 50, 30
3, 50, 33
3, 50, 36
3, 50, 39
3, 50, 42
3, 50, 45
3, 50, 48
3, 52, 2
3, 52, 5
3, 52, 6
3, 52, 8
3, 52, 9
3, 52, 12
3, 52, 15
3, 52, 18
3, 52, 21
3, 52, 24
3, 52, 27
3, 52, 30
3, 52, 33
3, 52, 36
3, 52, 39
3, 52, 42
3, 52, 45
3, 52, 48
3, 52, 51
3, 53, 1
3, 53, 4
3, 53, 6
3, 53, 7
3, 53, 9
3, 53, 12
3, 53, 15
3, 53, 18
3, 53, 21
3, 53, 24
3, 53, 27
3, 53, 30
3, 53, 33
3, 53, 36
3, 53, 39
3, 53, 42
3, 53, 45
3, 53, 48
3, 53, 51
3, 55, 2
3, 55, 5
3, 55, 6
3, 55, 9
3, 55, 12
3, 55, 15
3, 55, 18
3, 55, 21
3, 55, 24
3, 55, 27
3, 55, 30
3, 55, 33
3, 55, 36
3, 55, 39
3, 55, 42
3, 55, 45
3, 55, 48
3, 55, 51
3, 55, 54
3, 56, 1
3, 56, 4
3, 56, 6
3, 56, 9
3, 56, 12
3, 56, 15
3, 56, 18
3, 56, 21
3, 56, 24
3, 56, 27
3, 56, 30
3, 56, 33
3, 56, 36
3, 56, 39
3, 56, 42
3, 56, 45
3, 56, 48
3, 56, 51
3, 56, 54
3, 58, 2
3, 58, 6
3, 58, 9
3, 58, 12
3, 58, 15
3, 58, 18
3, 58, 21
3, 58, 24
3, 58, 27
3, 58, 30
3, 58, 33
3, 58, 36
3, 58, 39
3, 58, 42
3, 58, 45
3, 58, 48
3, 58, 51
3, 58, 54
3, 58, 57
3, 59, 1
3, 59, 6
3, 59, 9
3, 59, 12
3, 59, 15
3, 59, 18
3, 59, 21
3, 59, 24
3, 59, 27
3, 59, 30
3, 59, 33
3, 59, 36
3, 59, 39
3, 59, 42
3, 59, 45
3, 59, 48
3, 59, 51
3, 59, 54
3, 59, 57
3, 61, 6
3, 61, 9
3, 61, 12
3, 61, 15
3, 61, 18
3, 61, 21
3, 61, 24
3, 61, 27
3, 61, 30
3, 61, 33
3, 61, 36
3, 61, 39
3, 61, 42
3, 61, 45
3, 61, 48
3, 61, 51
3, 61, 54
3, 61, 57
3, 61, 60
3, 62, 6
3, 62, 9
3, 62, 12
3, 62, 15
3, 62, 18
3, 62, 21
3, 62, 24
3, 62, 27
3, 62, 30
3, 62, 33
3, 62, 36
3, 62, 39
3, 62, 42
3, 62, 45
3, 62, 48
3, 62, 51
3, 62, 54
3, 62, 57
3, 62, 60
3, 64, 6
3, 64, 9
3, 64, 12
3, 64, 15
3, 64, 18
3, 64, 21
3, 64, 24
3, 64, 27
3, 64, 30
3, 64, 33
3, 64, 36
3, 64, 39
3, 64, 42
3, 64, 45
3, 64, 48
3, 64, 51
3, 64, 54
3, 64, 57
3, 64, 60
3, 65, 6
3, 65, 9
3, 65, 12
3, 65, 15
3, 65, 18
3, 65, 21
3, 65, 24
3, 65, 27
3, 65, 30
3, 65, 33
3, 65, 36
3, 65, 39
3, 65, 42
3, 65, 45
3, 65, 48
3, 65, 51
3, 65, 54
3, 65, 57
3, 65, 60
3, 67, 6
3, 67, 9
3, 67, 12
3, 67, 15
3, 67, 18
3, 67, 21
3, 67, 24
3, 67, 27
3, 67, 30
3, 67, 33
3, 67, 36
3, 67, 39
3, 67, 42
3, 67, 45
3, 67, 48
3, 67, 51
3, 67, 54
3, 67, 57
3, 67, 60
3, 68, 6
3, 68, 9
3, 68, 12
3, 68, 15
3, 68, 18
3, 68, 21
3, 68, 24
3, 68, 27
3, 68, 30
3, 68, 33
3, 68, 36
3, 68, 39
3, 68, 42
3, 68, 45
3, 68, 48
3, 68, 51
3, 68, 54
3, 68, 57
3, 68, 60
3, 70, 6
3, 70, 9
3, 70, 12
3, 70, 15
3, 70, 18
3, 70, 21
3, 70, 24
3, 70, 27
3, 70, 30
3, 70, 33
3, 70, 36
3, 70, 39
3, 70, 42
3, 70, 45
3, 70, 48
3, 70, 51
3, 70, 54
3, 70, 57
3, 70, 60
3, 71, 6
3, 71, 9
3, 71, 12
3, 71, 15
3, 71, 18
3, 71, 21
3, 71, 24
3, 71, 27
3, 71, 30
3, 71, 33
3, 71, 36
3, 71, 39
3, 71, 42
3, 71, 45
3, 71, 48
3, 71, 51
3, 71, 54
3, 71, 57
3, 71, 60
3, 73, 6
3, 73, 9
3, 73, 12
3, 73, 15
3, 73, 18
3, 73, 21
3, 73, 24
3, 73, 27
3, 73, 30
3, 73, 33
3, 73, 36
3, 73, 39
3, 73, 42
3, 73, 45
3, 73, 48
3, 73, 51
3, 73, 54
3, 73, 57
3, 73, 60
3, 74, 6
3, 74, 9
3, 74, 12
3, 74, 15
3, 74, 18
3, 74, 21
3, 74, 24
3, 74, 27
3, 74, 30
3, 74, 33
3, 74, 36
3, 74, 39
3, 74, 42
3, 74, 45
3, 74, 48
3, 74, 51
3, 74, 54
3, 74, 57
3, 74, 60
3, 76, 6
3, 76, 9
3, 76, 12
3, 76, 15
3, 76, 18
3, 76, 21
3, 76, 24
3, 76, 27
3, 76, 30
3, 76, 33
3, 76, 36
3, 76, 39
3, 76, 42
3, 76, 45
3, 76, 48
3, 76, 51
3, 76, 54
3, 76, 57
3, 76, 60
3, 77, 6
3, 77, 9
3, 77, 12
3, 77, 15
3, 77, 18
3, 77, 21
3, 77, 24
3, 77, 27
3, 77, 30
3, 77, 33
3, 77, 36
3, 77, 39
3, 77, 42
3, 77, 45
3, 77, 48
3, 77, 51
3, 77, 54
3, 77, 57
3, 77, 60
3, 79, 6
3, 79, 9
3, 79, 12
3, 79, 15
3, 79, 18
3, 79, 21
3, 79, 24
3, 79, 27
3, 79, 30
3, 79, 33
3, 79, 36
3, 79, 39
3, 79, 42
3, 79, 45
3, 79, 48
3, 79, 51
3, 79, 54
3, 79, 57
3, 79, 60
3, 80, 6
3, 80, 9
3, 80, 12
