c1, c2, result
15, 53, 51
15, 53, 52
15, 56, 1
15, 56, 4
15, 56, 5
15, 56, 8
15, 56, 12
15, 56, 16
15, 56, 19
15, 56, 20
15, 56, 23
15, 56, 27
15, 56, 30
15, 56, 31
15, 56, 34
15, 56, 38
15, 56, 42
15, 56, 45
15, 56, 46
15, 56, 49
15, 56, 53
15, 58, 2
15, 58, 4
15, 58, 6
15, 58, 8
15, 58, 10
15, 58, 17
15, 58, 19
15, 58, 21
15, 58, 23
15, 58, 30
15, 58, 32
15, 58, 34
15, 58, 36
15, 58, 38
15, 58, 45
15, 58, 47
15, 58, 49
15, 58, 51
15, 58, 53
15, 59, 1
15, 59, 2
15, 59, 3
15, 59, 4
15, 59, 5
15, 59, 16
15, 59, 17
15, 59, 18
15, 59, 19
15, 59, 30
15, 59, 31
15, 59, 32
15, 59, 33
15, 59, 34
15, 59, 45
15, 59, 46
15, 59, 47
15, 59, 48
15, 59, 49
15, 61, 11
15, 61, 12
15, 61, 13
15, 61, 14
15, 61, 26
15, 61, 27
15, 61, 28
15, 61, 29
15, 61, 30
15, 61, 41
15, 61, 42
15, 61, 43
15, 61, 44
15, 61, 45
15, 61, 56
15, 61, 57
15, 61, 58
15, 61, 59
15, 61, 60
15, 62, 7
15, 62, 9
15, 62, 11
15, 62, 13
15, 62, 22
15, 62, 24
15, 62, 26
15, 62, 28
15, 62, 30
15, 62, 37
15, 62, 39
15, 62, 41
15, 62, 43
15, 62, 45
15, 62, 52
15, 62, 54
15, 62, 56
15, 62, 58
15, 62, 60
15, 64, 3
15, 64, 7
15, 64, 11
15, 64, 14
15, 64, 18
15, 64, 22
15, 64, 26
15, 64, 29
15, 64, 30
15, 64, 33
15, 64, 37
15, 64, 41
15, 64, 44
15, 64, 45
15, 64, 48
15, 64, 52
15, 64, 56
15, 64, 60
15, 64, 63
15, 67, 1
15, 67, 2
15, 67, 8
15, 67, 9
15, 67, 16
15, 67, 17
15, 67, 23
15, 67, 24
15, 67, 30
15, 67, 31
15, 67, 32
15, 67, 38
15, 67, 39
15, 67, 45
15, 67, 46
15, 67, 53
15, 67, 54
15, 67, 60
15, 67, 61
15, 68, 6
15, 68, 7
15, 68, 13
15, 68, 14
15, 68, 21
15, 68, 22
15, 68, 28
15, 68, 29
15, 68, 30
15, 68, 36
15, 68, 37
15, 68, 44
15, 68, 45
15, 68, 51
15, 68, 52
15, 68, 59
15, 68, 60
15, 68, 66
15, 68, 67
15, 71, 1
15, 71, 4
15, 71, 8
15, 71, 12
15, 71, 16
15, 71, 19
15, 71, 23
15, 71, 27
15, 71, 30
15, 71, 34
15, 71, 38
15, 71, 42
15, 71, 45
15, 71, 49
15, 71, 53
15, 71, 57
15, 71, 60
15, 71, 64
15, 71, 68
15, 73, 2
15, 73, 4
15, 73, 6
15, 73, 8
15, 73, 17
15, 73, 19
15, 73, 21
15, 73, 30
15, 73, 32
15, 73, 34
15, 73, 36
15, 73, 45
15, 73, 47
15, 73, 49
15, 73, 51
15, 73, 60
15, 73, 62
15, 73, 64
15, 73, 66
15, 74, 1
15, 74, 2
15, 74, 3
15, 74, 4
15, 74, 16
15, 74, 17
15, 74, 18
15, 74, 30
15, 74, 31
15, 74, 32
15, 74, 33
15, 74, 45
15, 74, 46
15, 74, 47
15, 74, 48
15, 74, 60
15, 74, 61
15, 74, 62
15, 74, 63
15, 76, 12
15, 76, 13
15, 76, 14
15, 76, 27
15, 76, 28
15, 76, 29
15, 76, 30
15, 76, 42
15, 76, 43
15, 76, 44
15, 76, 45
15, 76, 57
15, 76, 58
15, 76, 59
15, 76, 60
15, 76, 72
15, 76, 73
15, 76, 74
15, 76, 75
15, 77, 9
15, 77, 11
15, 77, 13
15, 77, 24
15, 77, 26
15, 77, 28
15, 77, 30
15, 77, 39
15, 77, 41
15, 77, 43
15, 77, 45
15, 77, 54
15, 77, 56
15, 77, 58
15, 77, 60
15, 77, 69
15, 77, 71
15, 77, 73
15, 77, 75
15, 79, 3
15, 79, 7
15, 79, 11
15, 79, 18
15, 79, 22
15, 79, 26
15, 79, 30
15, 79, 33
15, 79, 37
15, 79, 41
15, 79, 45
15, 79, 48
15, 79, 52
15, 79, 56
15, 79, 60
15, 79, 63
15, 79, 67
15, 79, 71
15, 79, 75
15, 82, 1
15, 82, 8
15, 82, 9
15, 82, 16
15, 82, 23
15, 82, 24
15, 82, 30
15, 82, 31
15, 82, 38
15, 82, 39
15, 82, 45
15, 82, 46
15, 82, 53
15, 82, 54
15, 82, 60
15, 82, 61
15, 82, 68
15, 82, 75
15, 82, 76
15, 83, 6
15, 83, 7
15, 83, 14
15, 83, 21
15, 83, 22
15, 83, 29
15, 83, 30
15, 83, 36
15, 83, 37
15, 83, 44
15, 83, 45
15, 83, 51
15, 83, 52
15, 83, 59
15, 83, 60
15, 83, 67
15, 83, 74
15, 83, 75
15, 83, 82
15, 86, 4
15, 86, 8
15, 86, 12
15, 86, 19
15, 86, 23
15, 86, 27
15, 86, 30
15, 86, 34
15, 86, 38
15, 86, 42
15, 86, 45
15, 86, 49
15, 86, 53
15, 86, 60
15, 86, 64
15, 86, 68
15, 86, 75
15, 86, 79
15, 86, 83
15, 88, 2
15, 88, 4
15, 88, 6
15, 88, 17
15, 88, 19
15, 88, 21
15, 88, 30
15, 88, 32
15, 88, 34
15, 88, 36
15, 88, 45
15, 88, 47
15, 88, 49
15, 88, 60
15, 88, 62
15, 88, 64
15, 88, 75
15, 88, 77
15, 88, 79
15, 89, 1
15, 89, 2
15, 89, 3
15, 89, 16
15, 89, 17
15, 89, 18
15, 89, 30
15, 89, 31
15, 89, 32
15, 89, 33
15, 89, 45
15, 89, 46
15, 89, 47
15, 89, 60
15, 89, 61
15, 89, 62
15, 89, 75
15, 89, 76
15, 89, 77
15, 91, 12
15, 91, 13
15, 91, 14
15, 91, 27
15, 91, 28
15, 91, 29
15, 91, 30
15, 91, 43
15, 91, 44
15, 91, 45
15, 91, 58
15, 91, 59
15, 91, 60
15, 91, 73
15, 91, 74
15, 91, 75
15, 91, 88
15, 91, 89
15, 91, 90
15, 92, 9
15, 92, 11
15, 92, 13
15, 92, 24
15, 92, 26
15, 92, 28
15, 92, 30
15, 92, 41
15, 92, 43
15, 92, 45
15, 92, 56
15, 92, 58
15, 92, 60
15, 92, 71
15, 92, 73
15, 92, 75
15, 92, 86
15, 92, 88
15, 92, 90
15, 94, 3
15, 94, 7
15, 94, 11
15, 94, 18
15, 94, 22
15, 94, 26
15, 94, 30
15, 94, 37
15, 94, 41
15, 94, 45
15, 94, 52
15, 94, 56
15, 94, 60
15, 94, 67
15, 94, 71
15, 94, 75
15, 94, 82
15, 94, 86
15, 94, 90
15, 97, 1
15, 97, 8
15, 97, 9
15, 97, 16
15, 97, 23
15, 97, 30
15, 97, 31
15, 97, 38
15, 97, 45
15, 97, 46
15, 97, 53
15, 97, 60
15, 97, 61
15, 97, 68
15, 97, 75
15, 97, 76
15, 97, 83
15, 97, 90
15, 97, 91
15, 98, 6
15, 98, 7
15, 98, 14
15, 98, 22
15, 98, 29
15, 98, 30
15, 98, 37
15, 98, 44
15, 98, 45
15, 98, 52
15, 98, 59
15, 98, 60
15, 98, 67
15, 98, 74
15, 98, 75
15, 98, 82
15, 98, 89
15, 98, 90
15, 98, 97
16, 1, 0
16, 3, 0
16, 3, 1
16, 3, 2
16, 5, 0
16, 5, 1
16, 5, 2
16, 5, 3
16, 5, 4
16, 7, 0
16, 7, 1
16, 7, 2
16, 7, 3
16, 7, 4
16, 7, 5
16, 7, 6
16, 9, 0
16, 9, 1
16, 9, 2
16, 9, 3
16, 9, 4
16, 9, 5
16, 9, 6
16, 9, 7
16, 9, 8
16, 11, 0
16, 11, 1
16, 11, 2
16, 11, 3
16, 11, 4
16, 11, 5
16, 11, 6
16, 11, 7
16, 11, 8
16, 11, 9
16, 11, 10
16, 13, 0
16, 13, 1
16, 13, 2
16, 13, 3
16, 13, 4
16, 13, 5
16, 13, 6
16, 13, 7
16, 13, 8
16, 13, 9
16, 13, 10
16, 13, 11
16, 13, 12
16, 15, 0
16, 15, 1
16, 15, 2
16, 15, 3
16, 15, 4
16, 15, 5
16, 15, 6
16, 15, 7
16, 15, 8
16, 15, 9
16, 15, 10
16, 15, 11
16, 15, 12
16, 15, 13
16, 15, 14
16, 17, 0
16, 17, 1
16, 17, 2
16, 17, 3
16, 17, 4
16, 17, 5
16, 17, 6
16, 17, 7
16, 17, 8
16, 17, 9
16, 17, 10
16, 17, 11
16, 17, 12
16, 17, 13
16, 17, 14
16, 17, 15
16, 17, 16
16, 19, 0
16, 19, 1
16, 19, 2
16, 19, 3
16, 19, 4
16, 19, 5
16, 19, 6
16, 19, 7
16, 19, 8
16, 19, 9
16, 19, 10
16, 19, 11
16, 19, 12
16, 19, 13
16, 19, 14
16, 19, 15
16, 19, 16
16, 19, 17
16, 19, 18
16, 21, 1
16, 21, 2
16, 21, 3
16, 21, 4
16, 21, 5
16, 21, 6
16, 21, 7
16, 21, 8
16, 21, 9
16, 21, 10
16, 21, 11
16, 21, 12
16, 21, 13
16, 21, 14
16, 21, 15
16, 21, 17
16, 21, 18
16, 21, 19
16, 21, 20
16, 23, 1
16, 23, 2
16, 23, 3
16, 23, 4
16, 23, 5
16, 23, 6
16, 23, 8
16, 23, 9
16, 23, 10
16, 23, 11
16, 23, 12
16, 23, 13
16, 23, 15
16, 23, 17
16, 23, 18
16, 23, 19
16, 23, 20
16, 23, 21
16, 23, 22
16, 25, 1
16, 25, 3
16, 25, 4
16, 25, 5
16, 25, 6
16, 25, 7
16, 25, 8
16, 25, 10
16, 25, 12
16, 25, 13
16, 25, 14
16, 25, 15
16, 25, 17
16, 25, 19
16, 25, 20
16, 25, 21
16, 25, 22
16, 25, 23
16, 25, 24
16, 27, 2
16, 27, 3
16, 27, 4
16, 27, 5
16, 27, 7
16, 27, 8
16, 27, 9
16, 27, 10
16, 27, 13
16, 27, 14
16, 27, 15
16, 27, 18
16, 27, 19
16, 27, 20
16, 27, 21
16, 27, 23
16, 27, 24
16, 27, 25
16, 27, 26
16, 29, 1
16, 29, 2
16, 29, 3
16, 29, 5
16, 29, 6
16, 29, 8
16, 29, 9
16, 29, 11
16, 29, 12
16, 29, 14
16, 29, 15
16, 29, 18
16, 29, 19
16, 29, 21
16, 29, 22
16, 29, 24
16, 29, 25
16, 29, 27
16, 29, 28
16, 31, 1
16, 31, 2
16, 31, 3
16, 31, 4
16, 31, 5
16, 31, 6
16, 31, 7
16, 31, 8
16, 31, 9
16, 31, 10
16, 31, 17
16, 31, 18
16, 31, 19
16, 31, 20
16, 31, 21
16, 31, 22
16, 31, 23
16, 31, 24
16, 31, 25
16, 33, 7
16, 33, 8
16, 33, 9
16, 33, 10
16, 33, 11
16, 33, 12
16, 33, 13
16, 33, 14
16, 33, 15
16, 33, 23
16, 33, 24
16, 33, 25
16, 33, 26
16, 33, 27
16, 33, 28
16, 33, 29
16, 33, 30
16, 33, 31
16, 33, 32
16, 35, 1
16, 35, 4
16, 35, 5
16, 35, 7
16, 35, 8
16, 35, 10
16, 35, 11
16, 35, 13
16, 35, 14
16, 35, 17
16, 35, 20
16, 35, 23
16, 35, 24
16, 35, 26
16, 35, 27
16, 35, 29
16, 35, 30
16, 35, 32
16, 35, 33
16, 37, 1
16, 37, 2
16, 37, 6
16, 37, 7
16, 37, 8
16, 37, 11
16, 37, 12
16, 37, 13
16, 37, 17
16, 37, 18
16, 37, 22
16, 37, 23
16, 37, 24
16, 37, 27
16, 37, 28
16, 37, 29
16, 37, 32
16, 37, 33
16, 37, 34
16, 39, 2
16, 39, 4
16, 39, 6
16, 39, 8
16, 39, 9
16, 39, 11
16, 39, 13
16, 39, 15
16, 39, 18
16, 39, 20
16, 39, 22
16, 39, 25
16, 39, 27
16, 39, 29
16, 39, 31
16, 39, 32
16, 39, 34
16, 39, 36
16, 39, 38
16, 41, 1
16, 41, 3
16, 41, 5
16, 41, 7
16, 41, 10
16, 41, 12
16, 41, 14
16, 41, 17
16, 41, 19
16, 41, 21
16, 41, 23
16, 41, 26
16, 41, 28
16, 41, 30
16, 41, 32
16, 41, 33
16, 41, 35
16, 41, 37
16, 41, 39
16, 43, 3
16, 43, 4
16, 43, 5
16, 43, 9
16, 43, 10
16, 43, 14
16, 43, 15
16, 43, 19
16, 43, 20
16, 43, 21
16, 43, 25
16, 43, 26
16, 43, 30
16, 43, 31
16, 43, 32
16, 43, 36
16, 43, 37
16, 43, 41
16, 43, 42
16, 45, 2
16, 45, 3
16, 45, 5
16, 45, 6
16, 45, 9
16, 45, 12
16, 45, 15
16, 45, 18
16, 45, 19
16, 45, 22
16, 45, 25
16, 45, 28
16, 45, 31
16, 45, 32
16, 45, 34
16, 45, 35
16, 45, 38
16, 45, 41
16, 45, 44
16, 47, 1
16, 47, 2
16, 47, 3
16, 47, 4
16, 47, 5
16, 47, 6
16, 47, 17
16, 47, 18
16, 47, 19
16, 47, 20
16, 47, 21
16, 47, 22
16, 47, 32
16, 47, 33
16, 47, 34
16, 47, 35
16, 47, 36
16, 47, 37
16, 47, 38
16, 49, 10
16, 49, 11
16, 49, 12
16, 49, 13
16, 49, 14
16, 49, 15
16, 49, 26
16, 49, 27
16, 49, 28
16, 49, 29
16, 49, 30
16, 49, 31
16, 49, 32
16, 49, 43
16, 49, 44
16, 49, 45
16, 49, 46
16, 49, 47
16, 49, 48
16, 51, 1
16, 51, 4
16, 51, 7
16, 51, 10
16, 51, 13
16, 51, 14
16, 51, 17
16, 51, 20
16, 51, 23
16, 51, 26
16, 51, 29
16, 51, 32
16, 51, 33
16, 51, 36
16, 51, 39
16, 51, 42
16, 51, 45
16, 51, 48
16, 51, 49
16, 53, 1
16, 53, 2
16, 53, 6
16, 53, 7
16, 53, 11
16, 53, 12
16, 53, 17
16, 53, 22
16, 53, 23
16, 53, 27
16, 53, 28
16, 53, 32
16, 53, 33
16, 53, 38
16, 53, 39
16, 53, 43
16, 53, 44
16, 53, 48
16, 53, 49
16, 55, 2
16, 55, 4
16, 55, 9
16, 55, 11
16, 55, 13
16, 55, 18
16, 55, 20
16, 55, 25
16, 55, 27
16, 55, 29
16, 55, 32
16, 55, 34
16, 55, 36
16, 55, 41
16, 55, 43
16, 55, 45
16, 55, 48
16, 55, 50
16, 55, 52
16, 57, 3
16, 57, 5
16, 57, 7
16, 57, 12
16, 57, 14
16, 57, 19
16, 57, 21
16, 57, 23
16, 57, 28
16, 57, 30
16, 57, 32
16, 57, 35
16, 57, 37
16, 57, 39
16, 57, 44
16, 57, 46
16, 57, 48
16, 57, 53
16, 57, 55
16, 59, 4
16, 59, 5
16, 59, 9
16, 59, 10
16, 59, 15
16, 59, 20
16, 59, 21
16, 59, 25
16, 59, 26
16, 59, 31
16, 59, 32
16, 59, 36
16, 59, 37
16, 59, 42
16, 59, 47
16, 59, 48
16, 59, 52
16, 59, 53
16, 59, 58
16, 61, 3
16, 61, 6
16, 61, 9
16, 61, 12
16, 61, 15
16, 61, 19
16, 61, 22
16, 61, 25
16, 61, 28
16, 61, 32
16, 61, 35
16, 61, 38
16, 61, 41
16, 61, 44
16, 61, 48
16, 61, 51
16, 61, 54
16, 61, 57
16, 61, 60
16, 63, 1
16, 63, 2
16, 63, 3
16, 63, 4
16, 63, 5
16, 63, 17
16, 63, 18
16, 63, 19
16, 63, 20
16, 63, 32
16, 63, 33
16, 63, 34
16, 63, 35
16, 63, 36
16, 63, 48
16, 63, 49
16, 63, 50
16, 63, 51
16, 63, 52
16, 65, 12
16, 65, 13
16, 65, 14
16, 65, 15
16, 65, 28
16, 65, 29
16, 65, 30
16, 65, 31
16, 65, 32
16, 65, 44
16, 65, 45
16, 65, 46
16, 65, 47
16, 65, 48
16, 65, 60
16, 65, 61
16, 65, 62
16, 65, 63
16, 65, 64
16, 67, 4
16, 67, 7
16, 67, 10
16, 67, 13
16, 67, 20
16, 67, 23
16, 67, 26
16, 67, 29
16, 67, 32
16, 67, 36
16, 67, 39
16, 67, 42
16, 67, 45
16, 67, 48
16, 67, 52
16, 67, 55
16, 67, 58
16, 67, 61
16, 67, 64
16, 69, 1
16, 69, 6
16, 69, 11
16, 69, 12
16, 69, 17
16, 69, 22
16, 69, 27
16, 69, 28
16, 69, 32
16, 69, 33
16, 69, 38
16, 69, 43
16, 69, 44
16, 69, 48
16, 69, 49
16, 69, 54
16, 69, 59
16, 69, 64
16, 69, 65
16, 71, 2
16, 71, 4
16, 71, 9
16, 71, 11
16, 71, 18
16, 71, 20
16, 71, 25
16, 71, 27
16, 71, 32
16, 71, 34
16, 71, 36
16, 71, 41
16, 71, 43
16, 71, 48
16, 71, 50
16, 71, 57
16, 71, 59
16, 71, 64
16, 71, 66
16, 73, 5
16, 73, 7
16, 73, 12
16, 73, 14
16, 73, 21
16, 73, 23
16, 73, 28
16, 73, 30
16, 73, 32
16, 73, 37
16, 73, 39
16, 73, 46
16, 73, 48
16, 73, 53
16, 73, 55
16, 73, 62
16, 73, 64
16, 73, 69
16, 73, 71
16, 75, 4
16, 75, 5
16, 75, 10
16, 75, 15
16, 75, 20
16, 75, 21
16, 75, 26
16, 75, 31
16, 75, 32
16, 75, 37
16, 75, 42
16, 75, 47
16, 75, 48
16, 75, 53
16, 75, 58
16, 75, 63
16, 75, 64
16, 75, 69
16, 75, 74
16, 77, 3
16, 77, 6
16, 77, 9
16, 77, 12
16, 77, 19
16, 77, 22
16, 77, 25
16, 77, 32
16, 77, 35
16, 77, 38
16, 77, 41
16, 77, 48
16, 77, 51
16, 77, 54
16, 77, 57
16, 77, 64
16, 77, 67
16, 77, 70
16, 77, 73
16, 79, 1
16, 79, 2
16, 79, 3
16, 79, 4
16, 79, 17
16, 79, 18
16, 79, 19
16, 79, 32
16, 79, 33
16, 79, 34
16, 79, 35
16, 79, 48
16, 79, 49
16, 79, 50
16, 79, 51
16, 79, 64
16, 79, 65
16, 79, 66
16, 79, 67
16, 81, 13
16, 81, 14
16, 81, 15
16, 81, 29
16, 81, 30
16, 81, 31
16, 81, 32
16, 81, 45
16, 81, 46
16, 81, 47
16, 81, 48
16, 81, 61
16, 81, 62
16, 81, 63
16, 81, 64
16, 81, 77
16, 81, 78
16, 81, 79
16, 81, 80
16, 83, 7
16, 83, 10
16, 83, 13
16, 83, 23
16, 83, 26
16, 83, 29
16, 83, 32
16, 83, 39
16, 83, 42
16, 83, 45
16, 83, 48
16, 83, 55
16, 83, 58
16, 83, 61
16, 83, 64
16, 83, 71
16, 83, 74
16, 83, 77
16, 83, 80
16, 85, 1
16, 85, 6
16, 85, 11
16, 85, 17
16, 85, 22
16, 85, 27
16, 85, 32
16, 85, 33
16, 85, 38
16, 85, 43
16, 85, 48
16, 85, 49
16, 85, 54
16, 85, 59
16, 85, 64
16, 85, 65
16, 85, 70
16, 85, 75
16, 85, 80
16, 87, 2
16, 87, 9
16, 87, 11
16, 87, 18
16, 87, 25
16, 87, 27
16, 87, 32
16, 87, 34
16, 87, 41
16, 87, 43
16, 87, 48
16, 87, 50
16, 87, 57
16, 87, 59
16, 87, 64
16, 87, 66
16, 87, 73
16, 87, 80
16, 87, 82
16, 89, 5
16, 89, 7
16, 89, 14
16, 89, 21
16, 89, 23
16, 89, 30
16, 89, 32
16, 89, 37
16, 89, 39
16, 89, 46
16, 89, 48
16, 89, 53
16, 89, 55
16, 89, 62
16, 89, 64
16, 89, 71
16, 89, 78
16, 89, 80
16, 89, 87
16, 91, 5
16, 91, 10
16, 91, 15
16, 91, 21
16, 91, 26
16, 91, 31
16, 91, 32
16, 91, 37
16, 91, 42
16, 91, 47
16, 91, 48
16, 91, 53
16, 91, 58
16, 91, 64
16, 91, 69
16, 91, 74
16, 91, 80
16, 91, 85
16, 91, 90
16, 93, 3
16, 93, 6
16, 93, 9
16, 93, 19
16, 93, 22
16, 93, 25
16, 93, 32
16, 93, 35
16, 93, 38
16, 93, 41
16, 93, 48
16, 93, 51
16, 93, 54
16, 93, 64
16, 93, 67
16, 93, 70
16, 93, 80
16, 93, 83
16, 93, 86
16, 95, 1
16, 95, 2
16, 95, 3
16, 95, 17
16, 95, 18
16, 95, 19
16, 95, 32
16, 95, 33
16, 95, 34
16, 95, 35
16, 95, 48
16, 95, 49
16, 95, 50
16, 95, 64
16, 95, 65
16, 95, 66
16, 95, 80
16, 95, 81
16, 95, 82
16, 97, 13
16, 97, 14
16, 97, 15
16, 97, 29
16, 97, 30
16, 97, 31
16, 97, 32
16, 97, 46
16, 97, 47
16, 97, 48
16, 97, 62
16, 97, 63
16, 97, 64
16, 97, 78
16, 97, 79
16, 97, 80
16, 97, 94
16, 97, 95
16, 97, 96
16, 99, 7
16, 99, 10
16, 99, 13
16, 99, 23
16, 99, 26
16, 99, 29
16, 99, 32
16, 99, 42
16, 99, 45
16, 99, 48
16, 99, 58
16, 99, 61
16, 99, 64
16, 99, 74
16, 99, 77
16, 99, 80
16, 99, 90
16, 99, 93
16, 99, 96
17, 1, 0
17, 2, 0
17, 2, 1
17, 3, 0
17, 3, 1
17, 3, 2
17, 4, 0
17, 4, 1
17, 4, 2
17, 4, 3
17, 5, 0
17, 5, 1
17, 5, 2
17, 5, 3
17, 5, 4
17, 6, 0
17, 6, 1
17, 6, 2
17, 6, 3
17, 6, 4
17, 6, 5
17, 7, 0
17, 7, 1
17, 7, 2
17, 7, 3
17, 7, 4
17, 7, 5
17, 7, 6
17, 8, 0
17, 8, 1
17, 8, 2
17, 8, 3
17, 8, 4
17, 8, 5
17, 8, 6
17, 8, 7
17, 9, 0
17, 9, 1
17, 9, 2
17, 9, 3
17, 9, 4
17, 9, 5
17, 9, 6
17, 9, 7
17, 9, 8
17, 10, 0
17, 10, 1
17, 10, 2
17, 10, 3
17, 10, 4
17, 10, 5
17, 10, 6
17, 10, 7
17, 10, 8
17, 10, 9
17, 11, 0
17, 11, 1
17, 11, 2
17, 11, 3
17, 11, 4
17, 11, 5
17, 11, 6
17, 11, 7
17, 11, 8
17, 11, 9
17, 11, 10
17, 12, 0
17, 12, 1
17, 12, 2
17, 12, 3
17, 12, 4
17, 12, 5
17, 12, 6
17, 12, 7
17, 12, 8
17, 12, 9
17, 12, 10
17, 12, 11
17, 13, 0
17, 13, 1
17, 13, 2
17, 13, 3
17, 13, 4
17, 13, 5
17, 13, 6
17, 13, 7
17, 13, 8
17, 13, 9
17, 13, 10
17, 13, 11
17, 13, 12
17, 14, 0
17, 14, 1
17, 14, 2
17, 14, 3
17, 14, 4
17, 14, 5
17, 14, 6
17, 14, 7
17, 14, 8
17, 14, 9
17, 14, 10
17, 14, 11
17, 14, 12
17, 14, 13
17, 15, 0
17, 15, 1
17, 15, 2
17, 15, 3
17, 15, 4
17, 15, 5
17, 15, 6
17, 15, 7
17, 15, 8
17, 15, 9
17, 15, 10
17, 15, 11
17, 15, 12
17, 15, 13
17, 15, 14
17, 16, 0
17, 16, 1
17, 16, 2
17, 16, 3
17, 16, 4
17, 16, 5
17, 16, 6
17, 16, 7
17, 16, 8
17, 16, 9
17, 16, 10
17, 16, 11
17, 16, 12
17, 16, 13
17, 16, 14
17, 16, 15
17, 18, 0
17, 18, 1
17, 18, 2
17, 18, 3
17, 18, 4
17, 18, 5
17, 18, 6
17, 18, 7
17, 18, 8
17, 18, 9
17, 18, 10
17, 18, 11
17, 18, 12
17, 18, 13
17, 18, 14
17, 18, 15
17, 18, 16
17, 18, 17
17, 19, 0
17, 19, 1
17, 19, 2
17, 19, 3
17, 19, 4
17, 19, 5
17, 19, 6
17, 19, 7
17, 19, 8
17, 19, 9
17, 19, 10
17, 19, 11
17, 19, 12
17, 19, 13
17, 19, 14
17, 19, 15
17, 19, 16
17, 19, 17
17, 19, 18
17, 20, 0
17, 20, 1
17, 20, 2
17, 20, 3
17, 20, 4
17, 20, 5
17, 20, 6
17, 20, 7
17, 20, 8
17, 20, 9
17, 20, 10
17, 20, 11
17, 20, 12
17, 20, 13
17, 20, 14
17, 20, 15
17, 20, 16
17, 20, 18
17, 20, 19
17, 21, 1
17, 21, 2
17, 21, 3
17, 21, 4
17, 21, 5
17, 21, 6
17, 21, 7
17, 21, 8
17, 21, 9
17, 21, 10
17, 21, 11
17, 21, 12
17, 21, 13
17, 21, 14
17, 21, 15
17, 21, 16
17, 21, 18
17, 21, 19
17, 21, 20
17, 22, 1
17, 22, 2
17, 22, 3
17, 22, 4
17, 22, 6
17, 22, 7
17, 22, 8
17, 22, 9
17, 22, 10
17, 22, 11
17, 22, 12
17, 22, 13
17, 22, 14
17, 22, 15
17, 22, 16
17, 22, 18
17, 22, 19
17, 22, 20
17, 22, 21
17, 23, 1
17, 23, 2
17, 23, 3
17, 23, 4
17, 23, 5
17, 23, 7
17, 23, 8
17, 23, 9
17, 23, 10
17, 23, 11
17, 23, 13
17, 23, 14
17, 23, 15
17, 23, 16
17, 23, 18
17, 23, 19
17, 23, 20
17, 23, 21
17, 23, 22
17, 24, 1
17, 24, 2
17, 24, 3
17, 24, 4
17, 24, 5
17, 24, 6
17, 24, 8
17, 24, 9
17, 24, 10
17, 24, 11
17, 24, 12
17, 24, 13
17, 24, 15
17, 24, 16
17, 24, 18
17, 24, 19
17, 24, 20
17, 24, 22
17, 24, 23
17, 25, 1
17, 25, 2
17, 25, 3
17, 25, 4
17, 25, 5
17, 25, 6
17, 25, 9
17, 25, 10
17, 25, 11
17, 25, 12
17, 25, 13
17, 25, 14
17, 25, 15
17, 25, 18
17, 25, 19
17, 25, 20
17, 25, 21
17, 25, 22
17, 25, 23
17, 26, 2
17, 26, 3
17, 26, 4
17, 26, 5
17, 26, 6
17, 26, 7
17, 26, 8
17, 26, 11
17, 26, 12
17, 26, 13
17, 26, 14
17, 26, 15
17, 26, 16
17, 26, 20
17, 26, 21
17, 26, 22
17, 26, 23
17, 26, 24
17, 26, 25
17, 27, 1
17, 27, 2
17, 27, 4
17, 27, 5
17, 27, 7
17, 27, 8
17, 27, 9
17, 27, 11
17, 27, 12
17, 27, 14
17, 27, 15
17, 27, 16
17, 27, 18
17, 27, 19
17, 27, 21
17, 27, 22
17, 27, 24
17, 27, 25
17, 27, 26
17, 28, 1
17, 28, 2
17, 28, 3
17, 28, 4
17, 28, 6
17, 28, 7
17, 28, 8
17, 28, 9
17, 28, 12
17, 28, 13
17, 28, 14
17, 28, 15
17, 28, 18
17, 28, 19
17, 28, 20
17, 28, 23
17, 28, 24
17, 28, 25
17, 28, 26
17, 29, 1
17, 29, 3
17, 29, 4
17, 29, 5
17, 29, 6
17, 29, 8
17, 29, 10
17, 29, 11
17, 29, 13
17, 29, 15
17, 29, 16
17, 29, 18
17, 29, 20
17, 29, 21
17, 29, 22
17, 29, 23
17, 29, 25
17, 29, 27
17, 29, 28
17, 30, 2
17, 30, 3
17, 30, 4
17, 30, 6
17, 30, 7
17, 30, 8
17, 30, 10
17, 30, 11
17, 30, 12
17, 30, 15
17, 30, 16
17, 30, 19
17, 30, 20
17, 30, 21
17, 30, 23
17, 30, 24
17, 30, 25
17, 30, 28
17, 30, 29
17, 31, 1
17, 31, 3
17, 31, 4
17, 31, 6
17, 31, 7
17, 31, 9
17, 31, 10
17, 31, 12
17, 31, 13
17, 31, 15
17, 31, 18
17, 31, 20
17, 31, 21
17, 31, 23
17, 31, 24
17, 31, 26
17, 31, 27
17, 31, 29
17, 31, 30
17, 32, 1
17, 32, 2
17, 32, 3
17, 32, 4
17, 32, 6
17, 32, 8
17, 32, 10
17, 32, 12
17, 32, 14
17, 32, 16
17, 32, 18
17, 32, 19
17, 32, 20
17, 32, 21
17, 32, 23
17, 32, 25
17, 32, 27
17, 32, 29
17, 32, 31
17, 33, 1
17, 33, 2
17, 33, 3
17, 33, 4
17, 33, 5
17, 33, 6
17, 33, 7
17, 33, 8
17, 33, 9
17, 33, 10
17, 33, 18
